node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,0.999721,21,21,0
2,1,63,63,0
3,0.915965,5,5,0
4,1,39,39,0
5,0.5,0,0,0
6,0.5,0,0,0
7,0.999863,23,23,0
8,0.5,0,0,0
9,0.755,2,2,0
10,0.5,0,0,1
11,1,53,53,0
12,0.999721,21,21,0
13,0.5,0,0,0
14,0.999601,20,20,0
15,0.996609,14,14,0
16,3.08437e-09,53,0,1
17,1,258,258,0
18,0.5,0,0,1
19,0.5,0,0,0
20,1,60,60,0
21,0.5,0,0,0
22,0.999186,18,18,0
23,1,91,91,0
24,0.941176,6,6,0
25,0.915965,5,5,0
26,0.5,0,0,0
27,0.941176,6,6,0
28,0.915965,5,5,0
29,1,150,150,0
30,0.5,0,0,0
31,0.5,0,0,0
32,0.00237378,15,0,1
33,0.5,0,0,0
34,0.985876,10,10,0
35,0.999904,24,24,0
36,0.5,0,0,1
37,0.5,0,0,0
38,0.5,0,0,0
39,1,51,51,0
40,0.87995,4,4,0
41,3.08437e-09,53,0,1
42,0.999805,22,22,0
43,0.00692064,12,0,1
44,0.5,0,0,0
45,0.998338,16,16,0
46,0.999989,30,30,0
47,0.990113,11,11,0
48,0.999805,22,22,0
49,0.5,0,0,0
50,0.990113,11,11,0
51,2.29993e-05,28,0,1
52,0.5,0,0,0
53,0.65,1,1,0
54,0.999953,26,26,0
55,0.65,1,1,0
56,0.5,0,0,0
57,0.000279273,21,0,1
58,4.13635e-13,78,0,1
59,0.999863,23,23,0
60,0.755,2,2,0
61,7.64335e-08,44,0,1
62,0.999601,20,20,0
63,0.999601,20,20,0
64,0.5,0,0,1
65,0.5,0,0,0
66,0.5,0,0,0
67,0.8285,3,3,0
68,0.5,0,0,0
69,0.5,0,0,0
70,0.915965,5,5,0
71,0.958823,7,7,0
72,0.8285,3,3,0
73,7.88877e-06,31,0,1
74,1,59,59,0
75,0.5,0,0,0
76,0.999999,37,37,0
77,0.028824,8,0,1
78,0.5,0,0,1
79,1,67,67,0
80,0.65,1,1,0
81,0.65,1,1,0
82,0.5,0,0,1
83,0.000279273,21,0,1
84,0.998338,16,16,0
85,0.985876,10,10,0
86,0.997626,15,15,0
87,0.5,0,0,0
88,0.87995,4,4,0
89,0.5,0,0,0
90,0.999721,21,21,0
91,0.5,0,0,0
92,0.00237378,15,0,1
93,0.5,0,0,0
94,0.5,0,0,1
95,0.997626,15,15,0
96,0.971176,8,8,0
97,0.5,0,0,1
98,0.999601,20,20,0
99,0.5,0,0,0
