app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,142675,10,"12 40 55 63 64 78 84 87 88 90",0.2,1,20,"1 2 3 15 26 32 36 37 47 57 61 64 67 68 77 78 83 88 89 94"
