node_id,self_trust,times_eligible,times_forwarded,times_dropped,is_malicious
0,0.5,0,0,0,0
1,0.5,0,0,0,0
2,0.5,0,0,79,1
3,0.997626,15,15,0,0
4,0.5,0,0,0,0
5,0.997626,15,15,0,0
6,0.5,0,0,7,1
7,0.5,0,0,0,1
8,0.5,0,0,0,0
9,0.5,0,0,8,1
10,0.5,0,0,3,1
11,0.5,0,0,0,0
12,0.5,0,0,56,1
13,0.979823,9,9,0,0
14,0.5,0,0,0,1
15,0.5,0,0,116,1
16,0.971176,8,8,0,0
17,0.5,0,0,0,1
18,0.5,0,0,0,1
19,0.5,0,0,75,1
20,0.999984,29,29,0,0
21,0.5,0,0,0,0
22,0.5,0,0,31,1
23,1,119,119,0,0
24,0.5,0,0,0,1
25,0.5,0,0,0,0
26,0.999997,34,34,0,0
27,0.5,0,0,0,1
28,0.5,0,0,0,0
29,0.958823,7,7,0,0
30,0.941176,6,6,0,0
31,0.999984,29,29,0,0
32,0.65,1,1,0,0
33,0.5,0,0,0,1
34,0.5,0,0,0,0
35,0.5,0,0,7,1
36,0.999904,24,24,0,0
37,0.995156,13,13,0,0
38,0.755,2,2,0,0
39,0.5,0,0,10,1
40,0.5,0,0,26,1
41,1,174,174,0,0
42,0.5,0,0,0,0
43,0.5,0,0,0,0
44,0.5,0,0,21,1
45,0.8285,3,3,0,0
46,0.8285,3,3,0,0
47,0.5,0,0,0,0
48,1,102,102,0,0
49,0.5,0,0,4,1
50,0.5,0,0,151,1
51,0.5,0,0,20,1
52,0.5,0,0,34,1
53,0.999997,34,34,0,0
54,0.5,0,0,0,0
55,0.5,0,0,27,1
56,1,57,57,0,0
57,0.5,0,0,35,1
58,0.999984,29,29,0,0
59,0.5,0,0,26,1
60,0.5,0,0,30,1
61,0.755,2,2,0,0
62,0.999721,21,21,0,0
63,0.999998,35,35,0,0
64,0.999989,30,30,0,0
65,0.958823,7,7,0,0
66,0.5,0,0,4,1
67,0.5,0,0,0,0
68,0.5,0,0,5,1
69,0.5,0,0,32,1
70,0.8285,3,3,0,0
71,0.5,0,0,9,1
72,1,74,74,0,0
73,0.5,0,0,0,1
74,0.5,0,0,26,1
75,0.5,0,0,42,1
76,0.915965,5,5,0,0
77,0.5,0,0,0,0
78,1,39,39,0,0
79,0.5,0,0,14,1
80,0.5,0,0,0,0
81,0.5,0,0,0,1
82,0.65,1,1,0,0
83,1,151,151,0,0
84,0.5,0,0,0,0
85,0.985876,10,10,0,0
86,0.999977,28,28,0,0
87,0.5,0,0,73,1
88,0.5,0,0,12,1
89,1,53,53,0,0
90,0.87995,4,4,0,0
91,0.5,0,0,11,1
92,0.5,0,0,0,0
93,0.5,0,0,0,0
94,0.5,0,0,0,0
95,0.5,0,0,38,1
96,0.997626,15,15,0,0
97,1,99,99,0,0
98,0.755,2,2,0,0
99,0.5,0,0,0,0
