app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,145588,10,"3 35 37 51 52 67 69 79 94 96",0.2,1,20,"6 9 19 21 22 23 25 27 30 33 38 39 47 48 54 62 71 75 85 90"
