node_id,self_trust,times_eligible,times_forwarded,times_dropped,is_malicious
0,0.5,0,0,0,0
1,0.5,0,0,6,1
2,0.5,0,0,0,0
3,0.8285,3,3,0,0
4,0.971176,8,8,0,0
5,0.996609,14,14,0,0
6,0.5,0,0,0,1
7,0.5,0,0,0,0
8,0.996609,14,14,0,0
9,0.5,0,0,6,1
10,0.5,0,0,42,1
11,0.5,0,0,0,0
12,0.985876,10,10,0,0
13,1,41,41,0,0
14,0.5,0,0,0,1
15,0.5,0,0,23,1
16,0.5,0,0,20,1
17,0.5,0,0,12,1
18,0.985876,10,10,0,0
19,0.5,0,0,0,0
20,0.5,0,0,21,1
21,0.5,0,0,0,0
22,0.5,0,0,30,1
23,0.998837,17,17,0,0
24,0.5,0,0,0,1
25,0.5,0,0,43,1
26,0.5,0,0,11,1
27,0.5,0,0,0,1
28,0.999967,27,27,0,0
29,0.5,0,0,0,0
30,0.5,0,0,41,1
31,0.5,0,0,0,0
32,0.5,0,0,41,1
33,0.999863,23,23,0,0
34,0.5,0,0,0,0
35,1,44,44,0,0
36,0.5,0,0,0,0
37,0.5,0,0,0,1
38,1,111,111,0,0
39,0.87995,4,4,0,0
40,0.99943,19,19,0,0
41,0.5,0,0,0,1
42,0.5,0,0,0,1
43,0.5,0,0,0,1
44,0.995156,13,13,0,0
45,0.5,0,0,0,1
46,1,52,52,0,0
47,0.995156,13,13,0,0
48,0.995156,13,13,0,0
49,0.5,0,0,0,1
50,1,44,44,0,0
51,0.915965,5,5,0,0
52,0.5,0,0,0,0
53,1,49,49,0,0
54,0.5,0,0,31,1
55,0.5,0,0,0,0
56,0.999999,37,37,0,0
57,0.5,0,0,41,1
58,0.993079,12,12,0,0
59,0.5,0,0,0,1
60,0.996609,14,14,0,0
61,0.999992,31,31,0,0
62,0.941176,6,6,0,0
63,1,49,49,0,0
64,0.998837,17,17,0,0
65,0.5,0,0,61,1
66,0.5,0,0,0,1
67,0.5,0,0,0,1
68,0.999967,27,27,0,0
69,0.5,0,0,0,0
70,0.999984,29,29,0,0
71,0.5,0,0,0,1
72,0.5,0,0,0,0
73,0.999863,23,23,0,0
74,0.5,0,0,48,1
75,0.958823,7,7,0,0
76,0.996609,14,14,0,0
77,0.985876,10,10,0,0
78,0.5,0,0,28,1
79,0.5,0,0,386,1
80,0.5,0,0,10,1
81,0.998338,16,16,0,0
82,0.999186,18,18,0,0
83,0.5,0,0,2,1
84,0.999967,27,27,0,0
85,0.997626,15,15,0,0
86,0.995156,13,13,0,0
87,0.5,0,0,0,1
88,0.5,0,0,0,0
89,0.5,0,0,20,1
90,0.755,2,2,0,0
91,0.985876,10,10,0,0
92,0.995156,13,13,0,0
93,0.5,0,0,8,1
94,0.5,0,0,34,1
95,0.5,0,0,18,1
96,0.998837,17,17,0,0
97,0.5,0,0,0,1
98,0.5,0,0,0,0
99,1,63,63,0,0
