node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,0.5,0,0,0
2,0.5,0,0,0
3,0.5,0,0,0
4,0.999863,23,23,0
5,0.87995,4,4,0
6,3.8655e-06,33,0,1
7,1,53,53,0
8,0.65,1,1,0
9,2.29993e-05,28,0,1
10,1,133,133,0
11,0.65,1,1,0
12,0.985876,10,10,0
13,0.999989,30,30,0
14,0.990113,11,11,0
15,1,48,48,0
16,1,69,69,0
17,0.5,0,0,0
18,0.999998,35,35,0
19,0.0411771,7,0,1
20,0.971176,8,8,0
21,0.000814207,18,0,1
22,0.5,0,0,1
23,0.5,0,0,1
24,0.5,0,0,0
25,1.83517e-08,48,0,1
26,0.997626,15,15,0
27,9.28106e-07,37,0,1
28,0.999999,38,38,0
29,0.995156,13,13,0
30,0.000569945,19,0,1
31,0.995156,13,13,0
32,0.5,0,0,0
33,3.88299e-17,104,0,1
34,0.5,0,0,0
35,0.5,0,0,0
36,1,75,75,0
37,0.999805,22,22,0
38,0.5,0,0,1
39,0.5,0,0,1
40,0.5,0,0,0
41,0.8285,3,3,0
42,0.993079,12,12,0
43,1,63,63,0
44,0.755,2,2,0
45,0.971176,8,8,0
46,0.999992,31,31,0
47,0.00988663,11,0,1
48,0.5,0,0,1
49,0.999601,20,20,0
50,1,42,42,0
51,0.65,1,1,0
52,1,44,44,0
53,0.958823,7,7,0
54,6.52614e-18,109,0,1
55,0.999805,22,22,0
56,0.995156,13,13,0
57,0.995156,13,13,0
58,1,96,96,0
59,0.999967,27,27,0
60,1,47,47,0
61,1,74,74,0
62,0.5,0,0,1
63,0.999953,26,26,0
64,0.993079,12,12,0
65,1,50,50,0
66,0.65,1,1,0
67,0.993079,12,12,0
68,0.87995,4,4,0
69,0.5,0,0,0
70,0.65,1,1,0
71,0.00988663,11,0,1
72,0.5,0,0,0
73,0.5,0,0,0
74,1,54,54,0
75,0.5,0,0,1
76,0.985876,10,10,0
77,0.958823,7,7,0
78,0.5,0,0,0
79,0.999997,34,34,0
80,0.971176,8,8,0
81,1,241,241,0
82,0.5,0,0,0
83,0.999998,35,35,0
84,0.998338,16,16,0
85,0.000569945,19,0,1
86,0.5,0,0,0
87,0.993079,12,12,0
88,1,49,49,0
89,0.915965,5,5,0
90,4.69374e-05,26,0,1
91,0.5,0,0,0
92,0.993079,12,12,0
93,1,123,123,0
94,0.941176,6,6,0
95,0.755,2,2,0
96,0.5,0,0,0
97,0.958823,7,7,0
98,0.5,0,0,0
99,0.5,0,0,0
