node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,1,84,84,0
2,0.5,0,0,0
3,0.995156,13,13,0
4,1,67,67,0
5,0.998837,17,17,0
6,0.999967,27,27,0
7,0.5,0,0,1
8,5.52214e-06,32,0,1
9,0.985876,10,10,0
10,0.65,1,1,0
11,0.5,0,0,0
12,1,73,73,0
13,0.999977,28,28,0
14,0.12005,4,0,1
15,0.971176,8,8,0
16,0.971176,8,8,0
17,1,72,72,0
18,0.995156,13,13,0
19,0.5,0,0,1
20,0.5,0,0,0
21,0.996609,14,14,0
22,0.5,0,0,0
23,0.998837,17,17,0
24,0.0588245,6,0,1
25,0.999933,25,25,0
26,0.998338,16,16,0
27,0.87995,4,4,0
28,0.941176,6,6,0
29,0.999863,23,23,0
30,0.00484445,13,0,1
31,0.00484445,13,0,1
32,0.999904,24,24,0
33,0.5,0,0,0
34,0.999989,30,30,0
35,0.000398961,20,0,1
36,0.979823,9,9,0
37,0.0411771,7,0,1
38,0.87995,4,4,0
39,1,71,71,0
40,0.65,1,1,0
41,1,77,77,0
42,0.999999,36,36,0
43,0.5,0,0,0
44,1,281,281,0
45,0.999999,36,36,0
46,0.8285,3,3,0
47,0.87995,4,4,0
48,0.245,2,0,1
49,0.999721,21,21,0
50,0.755,2,2,0
51,0.65,1,1,0
52,0.5,0,0,0
53,0.00988663,11,0,1
54,0.999904,24,24,0
55,0.5,0,0,0
56,0.915965,5,5,0
57,1,123,123,0
58,1,55,55,0
59,0.5,0,0,0
60,0.5,0,0,0
61,1,44,44,0
62,0.996609,14,14,0
63,0.999721,21,21,0
64,0.979823,9,9,0
65,0.999721,21,21,0
66,0.755,2,2,0
67,1,122,122,0
68,0.999996,33,33,0
69,0.5,0,0,0
70,0.915965,5,5,0
71,0.5,0,0,0
72,0.0141238,10,0,1
73,9.28106e-07,37,0,1
74,0.5,0,0,1
75,0.999805,22,22,0
76,0.979823,9,9,0
77,0.979823,9,9,0
78,1.32587e-06,36,0,1
79,0.996609,14,14,0
80,0.915965,5,5,0
81,0.999994,32,32,0
82,0.5,0,0,1
83,0.5,0,0,1
84,0.999601,20,20,0
85,0.87995,4,4,0
86,0.35,1,0,1
87,0.5,0,0,1
88,1,111,111,0
89,0.5,0,0,0
90,0.985876,10,10,0
91,0.1715,3,0,1
92,0.998837,17,17,0
93,0.999984,29,29,0
94,0.87995,4,4,0
95,0.5,0,0,0
96,0.5,0,0,0
97,0.985876,10,10,0
98,0.999721,21,21,0
99,0.5,0,0,0
