app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,135406,10,"1 20 30 51 52 67 70 78 82 96",0.2,1,20,"4 11 14 22 34 36 37 40 41 47 48 50 57 62 64 65 76 85 89 97"
