app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,129315,10,"7 32 33 39 43 49 56 89 90 93",0.4,1,40,"1 6 9 10 14 15 16 17 20 22 24 25 26 27 30 32 37 41 42 43 45 49 54 57 59 65 66 67 71 74 78 79 80 83 87 89 93 94 95 97"
