node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,0.5,0,0,0
2,8.44153e-13,76,0,1
3,0.997626,15,15,0
4,0.5,0,0,0
5,0.995156,13,13,0
6,0.0588245,6,0,1
7,0.5,0,0,1
8,0.5,0,0,0
9,0.971176,8,8,0
10,0.1715,3,0,1
11,0.5,0,0,0
12,1,62,62,0
13,0.979823,9,9,0
14,0.5,0,0,0
15,1,109,109,0
16,0.971176,8,8,0
17,0.5,0,0,1
18,0.5,0,0,0
19,8.44153e-13,76,0,1
20,0.999953,26,26,0
21,0.5,0,0,0
22,1.89409e-06,35,0,1
23,1,112,112,0
24,0.65,1,1,0
25,0.5,0,0,0
26,0.999996,33,33,0
27,0.5,0,0,1
28,0.5,0,0,0
29,0.941176,6,6,0
30,0.985876,10,10,0
31,0.999997,34,34,0
32,0.65,1,1,0
33,0.5,0,0,0
34,0.5,0,0,0
35,0.958823,7,7,0
36,0.999989,30,30,0
37,0.995156,13,13,0
38,0.65,1,1,0
39,0.985876,10,10,0
40,6.70534e-05,25,0,1
41,1,167,167,0
42,0.5,0,0,0
43,0.5,0,0,0
44,0.000279273,21,0,1
45,0.87995,4,4,0
46,0.8285,3,3,0
47,0.5,0,0,0
48,1,100,100,0
49,0.0588245,6,0,1
50,1,165,165,0
51,0.000195491,22,0,1
52,0.999994,32,32,0
53,0.999999,38,38,0
54,0.65,1,1,0
55,0.999967,27,27,0
56,1,60,60,0
57,1.89409e-06,35,0,1
58,0.999984,29,29,0
59,0.999904,24,24,0
60,0.999977,28,28,0
61,0.755,2,2,0
62,0.999721,21,21,0
63,0.999998,35,35,0
64,0.999989,30,30,0
65,0.958823,7,7,0
66,0.87995,4,4,0
67,0.5,0,0,0
68,0.084035,5,0,1
69,0.999967,27,27,0
70,0.5,0,0,0
71,0.028824,8,0,1
72,1,76,76,0
73,0.35,1,0,1
74,0.999933,25,25,0
75,3.1834e-07,40,0,1
76,0.915965,5,5,0
77,0.5,0,0,0
78,1,40,40,0
79,0.996609,14,14,0
80,0.5,0,0,0
81,0.5,0,0,1
82,0.65,1,1,0
83,1,144,144,0
84,0.5,0,0,0
85,0.979823,9,9,0
86,0.999933,25,25,0
87,3.51584e-12,72,0,1
88,0.993079,12,12,0
89,1,56,56,0
90,0.87995,4,4,0
91,0.985876,10,10,0
92,0.5,0,0,0
93,0.5,0,0,0
94,0.5,0,0,0
95,9.28106e-07,37,0,1
96,0.997626,15,15,0
97,1,110,110,0
98,0.755,2,2,0
99,0.5,0,0,0
