app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,125185,10,"9 42 47 53 65 82 85 93 95 96",0.2,1,20,"3 4 9 11 16 25 27 35 37 39 47 52 67 68 71 72 75 79 87 90"
