node_id,self_trust,times_eligible,times_forwarded,times_dropped,is_malicious
0,0.5,0,0,0,0
1,0.5,0,0,0,1
2,0.5,0,0,59,1
3,0.5,0,0,43,1
4,0.997626,15,15,0,0
5,0.5,0,0,0,0
6,0.5,0,0,12,1
7,0.5,0,0,0,0
8,0.999989,30,30,0,0
9,0.5,0,0,0,0
10,0.999999,37,37,0,0
11,0.5,0,0,32,1
12,0.5,0,0,2,1
13,0.5,0,0,93,1
14,0.990113,11,11,0,0
15,0.5,0,0,42,1
16,0.5,0,0,11,1
17,0.999984,29,29,0,0
18,1,85,85,0,0
19,0.915965,5,5,0,0
20,0.5,0,0,17,1
21,0.5,0,0,0,1
22,0.999989,30,30,0,0
23,1,70,70,0,0
24,1,169,169,0,0
25,1,40,40,0,0
26,0.5,0,0,29,1
27,0.993079,12,12,0,0
28,1,96,96,0,0
29,0.8285,3,3,0,0
30,0.5,0,0,0,0
31,0.999999,37,37,0,0
32,0.5,0,0,12,1
33,0.5,0,0,0,0
34,0.996609,14,14,0,0
35,0.999997,34,34,0,0
36,0.5,0,0,33,1
37,0.5,0,0,0,1
38,0.5,0,0,0,0
39,0.5,0,0,15,1
40,0.5,0,0,18,1
41,0.915965,5,5,0,0
42,0.755,2,2,0,0
43,0.999904,24,24,0,0
44,0.8285,3,3,0,0
45,0.5,0,0,6,1
46,0.5,0,0,18,1
47,0.5,0,0,0,1
48,0.5,0,0,26,1
49,0.990113,11,11,0,0
50,0.5,0,0,0,0
51,0.5,0,0,0,0
52,1,54,54,0,0
53,0.990113,11,11,0,0
54,1,48,48,0,0
55,0.5,0,0,0,0
56,0.999933,25,25,0,0
57,0.5,0,0,0,1
58,0.5,0,0,0,0
59,1,76,76,0,0
60,0.999989,30,30,0,0
61,0.5,0,0,14,1
62,0.5,0,0,72,1
63,0.5,0,0,0,0
64,0.5,0,0,0,1
65,1,80,80,0,0
66,0.5,0,0,0,1
67,0.5,0,0,20,1
68,0.5,0,0,64,1
69,0.5,0,0,0,0
70,1,42,42,0,0
71,0.971176,8,8,0,0
72,0.999967,27,27,0,0
73,0.5,0,0,35,1
74,0.999805,22,22,0,0
75,0.5,0,0,9,1
76,0.998338,16,16,0,0
77,0.5,0,0,0,1
78,0.5,0,0,10,1
79,0.999721,21,21,0,0
80,0.5,0,0,11,1
81,0.997626,15,15,0,0
82,0.5,0,0,14,1
83,0.5,0,0,5,1
84,0.8285,3,3,0,0
85,0.5,0,0,0,0
86,0.5,0,0,56,1
87,0.990113,11,11,0,0
88,0.5,0,0,0,1
89,0.5,0,0,74,1
90,0.5,0,0,0,0
91,0.8285,3,3,0,0
92,0.5,0,0,0,0
93,1,50,50,0,0
94,0.5,0,0,0,1
95,0.958823,7,7,0,0
96,0.5,0,0,0,0
97,0.65,1,1,0,0
98,0.998338,16,16,0,0
99,0.5,0,0,70,1
