app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,140141,10,"3 7 12 25 34 44 88 92 93 98",0.2,1,20,"1 2 5 13 14 25 34 37 42 44 45 49 57 61 69 73 86 89 95 99"
