node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,0.5,0,0,0
2,0.5,0,0,0
3,0.5,0,0,0
4,0.5,0,0,0
5,0.5,0,0,0
6,0.999805,22,22,0
7,0.5,0,0,0
8,0.993079,12,12,0
9,0.5,0,0,0
10,0.990113,11,11,0
11,0.5,0,0,0
12,1,48,48,0
13,0.99943,19,19,0
14,0.5,0,0,0
15,0.999186,18,18,0
16,0.990113,11,11,0
17,0.5,0,0,0
18,0.5,0,0,0
19,0.5,0,0,0
20,1,41,41,0
21,0.985876,10,10,0
22,0.993079,12,12,0
23,0.5,0,0,0
24,0.5,0,0,0
25,1,107,107,0
26,0.65,1,1,0
27,0.999933,25,25,0
28,0.5,0,0,0
29,1,39,39,0
30,1,66,66,0
31,0.5,0,0,0
32,0.5,0,0,0
33,0.8285,3,3,0
34,0.999997,34,34,0
35,0.998837,17,17,0
36,0.65,1,1,0
37,0.999186,18,18,0
38,0.999999,38,38,0
39,0.5,0,0,0
40,0.5,0,0,0
41,1,51,51,0
42,1,88,88,0
43,1,119,119,0
44,0.8285,3,3,0
45,0.999904,24,24,0
46,0.999967,27,27,0
47,0.999992,31,31,0
48,0.999996,33,33,0
49,0.990113,11,11,0
50,0.998338,16,16,0
51,0.5,0,0,0
52,1,41,41,0
53,0.5,0,0,0
54,0.87995,4,4,0
55,0.65,1,1,0
56,0.65,1,1,0
57,0.995156,13,13,0
58,0.99943,19,19,0
59,0.87995,4,4,0
60,0.995156,13,13,0
61,0.5,0,0,0
62,0.5,0,0,0
63,0.5,0,0,0
64,0.87995,4,4,0
65,0.99943,19,19,0
66,0.5,0,0,0
67,0.5,0,0,0
68,0.5,0,0,0
69,0.999805,22,22,0
70,0.998837,17,17,0
71,0.5,0,0,0
72,0.999904,24,24,0
73,0.985876,10,10,0
74,1,64,64,0
75,0.999933,25,25,0
76,0.958823,7,7,0
77,0.5,0,0,0
78,0.5,0,0,0
79,0.979823,9,9,0
80,0.941176,6,6,0
81,0.5,0,0,0
82,0.999984,29,29,0
83,0.5,0,0,0
84,0.999998,35,35,0
85,0.999967,27,27,0
86,0.8285,3,3,0
87,0.999933,25,25,0
88,0.8285,3,3,0
89,0.999805,22,22,0
90,0.999999,36,36,0
91,0.999989,30,30,0
92,0.5,0,0,0
93,1,85,85,0
94,0.755,2,2,0
95,0.5,0,0,0
96,0.5,0,0,0
97,0.999721,21,21,0
98,0.8285,3,3,0
99,0.65,1,1,0
