node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,0.5,0,0,0
2,0.5,0,0,0
3,0.5,0,0,0
4,0.999186,18,18,0
5,0.5,0,0,0
6,0.990113,11,11,0
7,1,42,42,0
8,0.5,0,0,0
9,0.999984,29,29,0
10,1,138,138,0
11,0.87995,4,4,0
12,0.985876,10,10,0
13,0.998837,17,17,0
14,0.8285,3,3,0
15,0.999999,38,38,0
16,1,69,69,0
17,0.5,0,0,0
18,0.999992,31,31,0
19,0.941176,6,6,0
20,0.971176,8,8,0
21,0.996609,14,14,0
22,0.5,0,0,0
23,0.5,0,0,0
24,0.5,0,0,0
25,1,42,42,0
26,0.998837,17,17,0
27,0.999984,29,29,0
28,0.999977,28,28,0
29,0.999186,18,18,0
30,0.993079,12,12,0
31,0.8285,3,3,0
32,0.5,0,0,0
33,1,88,88,0
34,0.5,0,0,0
35,0.5,0,0,0
36,1,58,58,0
37,0.996609,14,14,0
38,0.5,0,0,0
39,0.5,0,0,0
40,0.5,0,0,0
41,0.997626,15,15,0
42,0.997626,15,15,0
43,0.999996,33,33,0
44,0.87995,4,4,0
45,0.999904,24,24,0
46,0.999186,18,18,0
47,0.999186,18,18,0
48,0.5,0,0,0
49,0.999186,18,18,0
50,1,53,53,0
51,0.990113,11,11,0
52,1,64,64,0
53,0.87995,4,4,0
54,1,102,102,0
55,1,40,40,0
56,0.958823,7,7,0
57,0.990113,11,11,0
58,1,92,92,0
59,0.999997,34,34,0
60,1,47,47,0
61,1,62,62,0
62,0.5,0,0,0
63,0.999967,27,27,0
64,0.999601,20,20,0
65,1,77,77,0
66,0.65,1,1,0
67,0.990113,11,11,0
68,0.999601,20,20,0
69,0.5,0,0,0
70,0.99943,19,19,0
71,0.999967,27,27,0
72,0.5,0,0,0
73,0.5,0,0,0
74,1,76,76,0
75,0.5,0,0,0
76,0.990113,11,11,0
77,0.958823,7,7,0
78,0.995156,13,13,0
79,0.985876,10,10,0
80,0.990113,11,11,0
81,1,241,241,0
82,0.5,0,0,0
83,1,56,56,0
84,0.993079,12,12,0
85,0.999989,30,30,0
86,0.5,0,0,0
87,0.998837,17,17,0
88,1,50,50,0
89,0.755,2,2,0
90,0.999994,32,32,0
91,0.5,0,0,0
92,0.990113,11,11,0
93,1,97,97,0
94,0.971176,8,8,0
95,0.65,1,1,0
96,0.5,0,0,0
97,0.87995,4,4,0
98,0.5,0,0,0
99,0.5,0,0,0
