node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,1,51,51,0
2,0.5,0,0,0
3,0.971176,8,8,0
4,1,56,56,0
5,0.999805,22,22,0
6,0.998837,17,17,0
7,0.5,0,0,0
8,0.999601,20,20,0
9,0.995156,13,13,0
10,0.958823,7,7,0
11,0.5,0,0,0
12,1,59,59,0
13,0.999989,30,30,0
14,0.915965,5,5,0
15,0.985876,10,10,0
16,0.971176,8,8,0
17,1,63,63,0
18,0.65,1,1,0
19,0.5,0,0,0
20,0.5,0,0,0
21,0.985876,10,10,0
22,0.5,0,0,0
23,0.999721,21,21,0
24,0.979823,9,9,0
25,0.999999,36,36,0
26,0.999186,18,18,0
27,0.87995,4,4,0
28,0.8285,3,3,0
29,0.999992,31,31,0
30,0.999996,33,33,0
31,0.971176,8,8,0
32,0.999186,18,18,0
33,0.5,0,0,0
34,0.999904,24,24,0
35,0.755,2,2,0
36,0.985876,10,10,0
37,0.941176,6,6,0
38,0.915965,5,5,0
39,1,64,64,0
40,0.5,0,0,0
41,0.999998,35,35,0
42,0.999996,33,33,0
43,0.65,1,1,0
44,1,272,272,0
45,1,53,53,0
46,0.979823,9,9,0
47,0.87995,4,4,0
48,0.87995,4,4,0
49,0.998837,17,17,0
50,0.755,2,2,0
51,0.915965,5,5,0
52,0.5,0,0,0
53,0.993079,12,12,0
54,1,45,45,0
55,0.985876,10,10,0
56,0.5,0,0,0
57,1,74,74,0
58,1,61,61,0
59,0.5,0,0,0
60,0.5,0,0,0
61,0.999994,32,32,0
62,0.999863,23,23,0
63,0.999953,26,26,0
64,0.979823,9,9,0
65,0.999999,36,36,0
66,0.87995,4,4,0
67,1,108,108,0
68,0.993079,12,12,0
69,0.65,1,1,0
70,0.941176,6,6,0
71,0.5,0,0,0
72,0.958823,7,7,0
73,0.998837,17,17,0
74,0.5,0,0,0
75,0.999977,28,28,0
76,0.985876,10,10,0
77,0.995156,13,13,0
78,0.999933,25,25,0
79,0.996609,14,14,0
80,0.99943,19,19,0
81,0.999998,35,35,0
82,0.5,0,0,0
83,0.5,0,0,0
84,0.999721,21,21,0
85,0.5,0,0,0
86,0.5,0,0,0
87,0.65,1,1,0
88,1,136,136,0
89,0.5,0,0,0
90,0.998338,16,16,0
91,0.87995,4,4,0
92,0.985876,10,10,0
93,0.999863,23,23,0
94,0.971176,8,8,0
95,0.5,0,0,0
96,0.65,1,1,0
97,0.998338,16,16,0
98,0.993079,12,12,0
99,0.5,0,0,0
