node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,0.5,0,0,0
2,0.998837,17,17,0
3,0.65,1,1,0
4,0.65,1,1,0
5,0.5,0,0,0
6,0.87995,4,4,0
7,0.999997,34,34,0
8,0.979823,9,9,0
9,0.5,0,0,0
10,0.999721,21,21,0
11,0.999601,20,20,0
12,0.5,0,0,0
13,0.99943,19,19,0
14,0.958823,7,7,0
15,0.755,2,2,0
16,0.755,2,2,0
17,0.5,0,0,0
18,0.5,0,0,0
19,0.8285,3,3,0
20,0.5,0,0,0
21,0.999721,21,21,0
22,0.755,2,2,0
23,0.996609,14,14,0
24,0.8285,3,3,0
25,1,131,131,0
26,1,56,56,0
27,0.755,2,2,0
28,0.5,0,0,0
29,0.87995,4,4,0
30,1,40,40,0
31,0.996609,14,14,0
32,0.87995,4,4,0
33,0.999999,36,36,0
34,0.958823,7,7,0
35,0.5,0,0,0
36,0.5,0,0,0
37,1,56,56,0
38,0.5,0,0,0
39,1,55,55,0
40,0.999998,35,35,0
41,1,55,55,0
42,0.8285,3,3,0
43,0.985876,10,10,0
44,0.5,0,0,0
45,1,43,43,0
46,1,196,196,0
47,0.995156,13,13,0
48,0.999721,21,21,0
49,1,47,47,0
50,0.65,1,1,0
51,0.999999,38,38,0
52,1,53,53,0
53,0.5,0,0,0
54,0.999904,24,24,0
55,0.941176,6,6,0
56,0.915965,5,5,0
57,0.8285,3,3,0
58,0.5,0,0,0
59,0.5,0,0,0
60,0.5,0,0,0
61,1,42,42,0
62,0.65,1,1,0
63,1,141,141,0
64,1,40,40,0
65,0.998837,17,17,0
66,0.8285,3,3,0
67,0.971176,8,8,0
68,0.979823,9,9,0
69,0.5,0,0,0
70,0.5,0,0,0
71,0.999994,32,32,0
72,1,95,95,0
73,0.997626,15,15,0
74,0.941176,6,6,0
75,0.995156,13,13,0
76,1,40,40,0
77,0.979823,9,9,0
78,0.996609,14,14,0
79,0.999967,27,27,0
80,0.5,0,0,0
81,1,47,47,0
82,1,54,54,0
83,1,39,39,0
84,0.5,0,0,0
85,0.999601,20,20,0
86,0.5,0,0,0
87,1,228,228,0
88,1,93,93,0
89,0.999904,24,24,0
90,0.990113,11,11,0
91,1,52,52,0
92,1,69,69,0
93,0.5,0,0,0
94,1,234,234,0
95,0.87995,4,4,0
96,1,47,47,0
97,0.999999,36,36,0
98,0.5,0,0,0
99,0.5,0,0,0
