node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,0.995156,13,13,0
2,0.999977,28,28,0
3,0.755,2,2,0
4,0.5,0,0,0
5,0.958823,7,7,0
6,0.5,0,0,0
7,0.996609,14,14,0
8,0.5,0,0,0
9,0.5,0,0,0
10,1,64,64,0
11,0.5,0,0,0
12,0.999601,20,20,0
13,0.5,0,0,0
14,0.5,0,0,0
15,0.941176,6,6,0
16,0.5,0,0,0
17,0.999992,31,31,0
18,0.5,0,0,0
19,1,46,46,0
20,0.999601,20,20,0
21,0.5,0,0,0
22,0.941176,6,6,0
23,0.915965,5,5,0
24,0.5,0,0,0
25,0.755,2,2,0
26,0.755,2,2,0
27,0.755,2,2,0
28,0.985876,10,10,0
29,0.5,0,0,0
30,0.999999,38,38,0
31,1,56,56,0
32,0.5,0,0,0
33,0.5,0,0,0
34,0.8285,3,3,0
35,0.971176,8,8,0
36,0.990113,11,11,0
37,1,58,58,0
38,0.5,0,0,0
39,0.5,0,0,0
40,0.8285,3,3,0
41,0.5,0,0,0
42,1,48,48,0
43,1,39,39,0
44,0.87995,4,4,0
45,0.5,0,0,0
46,0.5,0,0,0
47,1,58,58,0
48,0.5,0,0,0
49,0.941176,6,6,0
50,0.5,0,0,0
51,1,144,144,0
52,0.99943,19,19,0
53,0.941176,6,6,0
54,1,46,46,0
55,1,60,60,0
56,0.958823,7,7,0
57,1,57,57,0
58,0.5,0,0,0
59,0.958823,7,7,0
60,0.5,0,0,0
61,0.979823,9,9,0
62,0.985876,10,10,0
63,0.993079,12,12,0
64,0.5,0,0,0
65,0.5,0,0,0
66,0.941176,6,6,0
67,0.5,0,0,0
68,0.5,0,0,0
69,0.958823,7,7,0
70,0.998338,16,16,0
71,0.999863,23,23,0
72,0.5,0,0,0
73,0.999989,30,30,0
74,0.999992,31,31,0
75,0.971176,8,8,0
76,0.5,0,0,0
77,0.941176,6,6,0
78,0.979823,9,9,0
79,0.5,0,0,0
80,0.999904,24,24,0
81,0.755,2,2,0
82,1,64,64,0
83,0.5,0,0,0
84,1,56,56,0
85,1,63,63,0
86,0.5,0,0,0
87,0.5,0,0,0
88,0.971176,8,8,0
89,1,70,70,0
90,0.990113,11,11,0
91,0.5,0,0,0
92,0.5,0,0,0
93,0.999984,29,29,0
94,0.999989,30,30,0
95,0.5,0,0,0
96,0.996609,14,14,0
97,0.5,0,0,0
98,0.5,0,0,0
99,0.985876,10,10,0
