app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,126498,10,"2 12 28 36 48 64 67 77 85 95",0.2,1,20,"10 16 18 32 36 41 43 51 57 58 61 64 73 77 78 82 83 92 94 97"
