node_id,self_trust,times_eligible,times_forwarded,times_dropped,is_malicious
0,0.5,0,0,0,0
1,0.5,0,0,0,0
2,1,83,83,0,0
3,0.998338,16,16,0,0
4,0.5,0,0,0,0
5,0.996609,14,14,0,0
6,0.958823,7,7,0,0
7,0.5,0,0,0,0
8,0.5,0,0,0,0
9,0.971176,8,8,0,0
10,0.8285,3,3,0,0
11,0.5,0,0,0,0
12,1,61,61,0,0
13,0.979823,9,9,0,0
14,0.5,0,0,0,0
15,1,104,104,0,0
16,0.971176,8,8,0,0
17,0.5,0,0,0,0
18,0.5,0,0,0,0
19,1,73,73,0,0
20,0.999933,25,25,0,0
21,0.5,0,0,0,0
22,0.999997,34,34,0,0
23,1,90,90,0,0
24,0.5,0,0,0,0
25,0.5,0,0,0,0
26,0.999992,31,31,0,0
27,0.5,0,0,0,0
28,0.5,0,0,0,0
29,0.915965,5,5,0,0
30,0.958823,7,7,0,0
31,0.999992,31,31,0,0
32,0.755,2,2,0,0
33,0.5,0,0,0,0
34,0.5,0,0,0,0
35,0.958823,7,7,0,0
36,0.999996,33,33,0,0
37,0.990113,11,11,0,0
38,0.5,0,0,0,0
39,0.971176,8,8,0,0
40,0.999805,22,22,0,0
41,1,169,169,0,0
42,0.5,0,0,0,0
43,0.5,0,0,0,0
44,0.99943,19,19,0,0
45,0.971176,8,8,0,0
46,0.8285,3,3,0,0
47,0.5,0,0,0,0
48,1,95,95,0,0
49,0.941176,6,6,0,0
50,1,162,162,0,0
51,0.99943,19,19,0,0
52,0.999997,34,34,0,0
53,1,43,43,0,0
54,0.65,1,1,0,0
55,0.999967,27,27,0,0
56,1,56,56,0,0
57,0.999996,33,33,0,0
58,0.999984,29,29,0,0
59,0.999601,20,20,0,0
60,0.999967,27,27,0,0
61,0.755,2,2,0,0
62,0.999721,21,21,0,0
63,0.999998,35,35,0,0
64,0.999933,25,25,0,0
65,0.958823,7,7,0,0
66,0.87995,4,4,0,0
67,0.5,0,0,0,0
68,0.915965,5,5,0,0
69,0.999996,33,33,0,0
70,0.65,1,1,0,0
71,0.971176,8,8,0,0
72,1,82,82,0,0
73,0.5,0,0,0,0
74,0.999863,23,23,0,0
75,1,40,40,0,0
76,0.915965,5,5,0,0
77,0.755,2,2,0,0
78,1,45,45,0,0
79,0.993079,12,12,0,0
80,0.5,0,0,0,0
81,0.5,0,0,0,0
82,0.65,1,1,0,0
83,1,150,150,0,0
84,0.5,0,0,0,0
85,0.979823,9,9,0,0
86,0.999863,23,23,0,0
87,1,70,70,0,0
88,0.971176,8,8,0,0
89,1,56,56,0,0
90,0.87995,4,4,0,0
91,0.979823,9,9,0,0
92,0.5,0,0,0,0
93,0.5,0,0,0,0
94,0.5,0,0,0,0
95,0.999999,38,38,0,0
96,0.997626,15,15,0,0
97,1,108,108,0,0
98,0.755,2,2,0,0
99,0.5,0,0,0,0
