node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,0.5,0,0,0
2,0.5,0,0,0
3,0.5,0,0,1
4,0.5,0,0,1
5,0.999967,27,27,0
6,0.5,0,0,0
7,0.5,0,0,0
8,0.5,0,0,0
9,0.0411771,7,0,1
10,0.5,0,0,0
11,2.98841e-11,66,0,1
12,0.87995,4,4,0
13,0.5,0,0,0
14,0.5,0,0,0
15,0.5,0,0,0
16,0.5,0,0,1
17,0.5,0,0,0
18,0.996609,14,14,0
19,0.5,0,0,0
20,0.5,0,0,0
21,0.5,0,0,0
22,0.999998,35,35,0
23,0.999999,36,36,0
24,0.5,0,0,0
25,0.00692064,12,0,1
26,0.5,0,0,0
27,0.5,0,0,1
28,1,68,68,0
29,0.5,0,0,0
30,0.999863,23,23,0
31,0.5,0,0,0
32,0.999721,21,21,0
33,0.5,0,0,0
34,0.755,2,2,0
35,0.5,0,0,1
36,1,67,67,0
37,0.5,0,0,1
38,0.999601,20,20,0
39,0.245,2,0,1
40,0.5,0,0,0
41,0.971176,8,8,0
42,0.997626,15,15,0
43,0.5,0,0,0
44,0.5,0,0,0
45,0.5,0,0,0
46,0.5,0,0,0
47,0.000279273,21,0,1
48,0.5,0,0,0
49,0.958823,7,7,0
50,0.5,0,0,0
51,0.5,0,0,0
52,0.5,0,0,1
53,0.5,0,0,0
54,0.87995,4,4,0
55,0.5,0,0,0
56,0.5,0,0,0
57,0.5,0,0,0
58,0.5,0,0,0
59,0.5,0,0,0
60,0.993079,12,12,0
61,0.5,0,0,0
62,0.5,0,0,0
63,0.5,0,0,0
64,0.755,2,2,0
65,0.5,0,0,0
66,0.87995,4,4,0
67,1.91127e-28,177,0,1
68,0.5,0,0,1
69,0.5,0,0,0
70,1,61,61,0
71,0.5,0,0,1
72,0.5,0,0,1
73,1,39,39,0
74,0.5,0,0,0
75,0.5,0,0,1
76,0.5,0,0,0
77,0.999996,33,33,0
78,1,52,52,0
79,6.49674e-07,38,0,1
80,0.979823,9,9,0
81,0.5,0,0,0
82,0.998338,16,16,0
83,0.99943,19,19,0
84,1,240,240,0
85,0.755,2,2,0
86,1,52,52,0
87,0.5,0,0,1
88,1,144,144,0
89,0.915965,5,5,0
90,0.0411771,7,0,1
91,0.996609,14,14,0
92,0.995156,13,13,0
93,1,65,65,0
94,0.996609,14,14,0
95,0.998338,16,16,0
96,0.5,0,0,0
97,0.995156,13,13,0
98,0.999933,25,25,0
99,0.998338,16,16,0
