app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,116946,10,"2 6 14 29 38 46 63 65 80 84",0.4,1,40,"6 7 9 12 15 17 20 22 24 27 28 29 30 32 36 37 38 40 42 44 47 49 51 53 55 56 59 64 65 66 74 75 76 88 89 90 91 95 96 99"
