app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,140699,10,"3 35 37 51 52 67 69 79 94 96",0.4,1,40,"2 5 6 9 14 17 19 21 22 23 24 25 27 29 30 31 33 35 38 39 41 43 47 48 54 56 57 59 62 63 69 71 74 75 76 84 85 90 96 99"
