node_id,self_trust,times_eligible,times_forwarded,times_dropped,is_malicious
0,0.5,0,0,0,0
1,0.5,0,0,23,1
2,0.5,0,0,43,1
3,1,113,113,0,0
4,0.5,0,0,31,1
5,0.5,0,0,67,1
6,0.979823,9,9,0,0
7,0.5,0,0,0,0
8,0.5,0,0,0,0
9,0.999721,21,21,0,0
10,0.5,0,0,0,0
11,0.8285,3,3,0,0
12,0.8285,3,3,0,0
13,0.5,0,0,26,1
14,0.5,0,0,20,1
15,0.5,0,0,0,1
16,0.5,0,0,0,0
17,0.5,0,0,0,0
18,0.5,0,0,28,1
19,0.5,0,0,265,1
20,0.5,0,0,0,0
21,0.8285,3,3,0,0
22,0.941176,6,6,0,0
23,0.5,0,0,0,0
24,0.999967,27,27,0,0
25,0.5,0,0,3,1
26,0.5,0,0,0,0
27,0.971176,8,8,0,0
28,0.8285,3,3,0,0
29,1,70,70,0,0
30,0.5,0,0,0,0
31,0.5,0,0,0,0
32,0.993079,12,12,0,0
33,0.5,0,0,1,1
34,0.5,0,0,35,1
35,0.993079,12,12,0,0
36,1,50,50,0,0
37,0.5,0,0,28,1
38,0.5,0,0,34,1
39,0.996609,14,14,0,0
40,1,113,113,0,0
41,0.5,0,0,0,0
42,0.5,0,0,16,1
43,0.941176,6,6,0,0
44,0.5,0,0,18,1
45,0.5,0,0,17,1
46,0.5,0,0,0,0
47,0.999967,27,27,0,0
48,0.8285,3,3,0,0
49,0.5,0,0,0,1
50,0.5,0,0,11,1
51,0.5,0,0,0,1
52,0.999996,33,33,0,0
53,0.5,0,0,0,1
54,0.5,0,0,0,0
55,0.941176,6,6,0,0
56,0.5,0,0,27,1
57,0.5,0,0,0,1
58,0.5,0,0,0,0
59,0.5,0,0,0,0
60,0.5,0,0,0,0
61,0.5,0,0,40,1
62,0.5,0,0,0,0
63,0.990113,11,11,0,0
64,0.999863,23,23,0,0
65,0.5,0,0,0,1
66,1,77,77,0,0
67,0.755,2,2,0,0
68,0.941176,6,6,0,0
69,0.5,0,0,7,1
70,0.999904,24,24,0,0
71,0.5,0,0,0,0
72,0.993079,12,12,0,0
73,0.5,0,0,54,1
74,1,45,45,0,0
75,0.5,0,0,59,1
76,0.5,0,0,0,0
77,0.997626,15,15,0,0
78,0.999994,32,32,0,0
79,0.5,0,0,7,1
80,0.5,0,0,22,1
81,0.5,0,0,0,1
82,0.5,0,0,0,0
83,0.999601,20,20,0,0
84,0.999994,32,32,0,0
85,0.999186,18,18,0,0
86,0.5,0,0,19,1
87,0.5,0,0,0,1
88,0.5,0,0,0,1
89,0.5,0,0,15,1
90,0.8285,3,3,0,0
91,0.998837,17,17,0,0
92,0.993079,12,12,0,0
93,0.997626,15,15,0,0
94,0.5,0,0,9,1
95,0.5,0,0,0,1
96,0.5,0,0,28,1
97,0.8285,3,3,0,0
98,0.5,0,0,329,1
99,0.5,0,0,13,1
