node_id,self_trust,times_eligible,times_forwarded,is_malicious
0,0.5,0,0,0
1,0.0588245,6,0,1
2,0.5,0,0,0
3,0.8285,3,3,0
4,0.971176,8,8,0
5,0.996609,14,14,0
6,0.5,0,0,1
7,0.5,0,0,0
8,0.998338,16,16,0
9,0.0588245,6,0,1
10,3.1834e-07,40,0,1
11,0.5,0,0,0
12,0.990113,11,11,0
13,1,41,41,0
14,0.5,0,0,0
15,0.999805,22,22,0
16,0.00166165,16,0,1
17,0.00692064,12,0,1
18,0.985876,10,10,0
19,0.5,0,0,0
20,0.99943,19,19,0
21,0.5,0,0,0
22,9.57906e-05,24,0,1
23,0.999186,18,18,0
24,0.5,0,0,0
25,1,42,42,0
26,0.00988663,11,0,1
27,0.5,0,0,0
28,0.999967,27,27,0
29,0.5,0,0,0
30,3.1834e-07,40,0,1
31,0.5,0,0,0
32,4.54772e-07,39,0,1
33,0.997626,15,15,0
34,0.5,0,0,0
35,1,44,44,0
36,0.5,0,0,0
37,0.5,0,0,0
38,1,107,107,0
39,0.87995,4,4,0
40,0.99943,19,19,0
41,0.5,0,0,1
42,0.5,0,0,0
43,0.5,0,0,0
44,0.995156,13,13,0
45,0.5,0,0,1
46,1,52,52,0
47,0.995156,13,13,0
48,0.995156,13,13,0
49,0.5,0,0,0
50,0.999999,37,37,0
51,0.915965,5,5,0
52,0.5,0,0,0
53,1,47,47,0
54,0.999992,31,31,0
55,0.5,0,0,0
56,0.999904,24,24,0
57,1,40,40,0
58,0.993079,12,12,0
59,0.5,0,0,1
60,0.996609,14,14,0
61,0.999989,30,30,0
62,0.941176,6,6,0
63,1,49,49,0
64,0.998837,17,17,0
65,1,47,47,0
66,0.65,1,1,0
67,0.5,0,0,0
68,0.999967,27,27,0
69,0.5,0,0,0
70,0.999904,24,24,0
71,0.5,0,0,1
72,0.5,0,0,0
73,0.999863,23,23,0
74,1,46,46,0
75,0.941176,6,6,0
76,0.996609,14,14,0
77,0.996609,14,14,0
78,0.000279273,21,0,1
79,1,389,389,0
80,0.0141238,10,0,1
81,0.997626,15,15,0
82,0.999721,21,21,0
83,0.5,0,0,0
84,0.999967,27,27,0
85,0.971176,8,8,0
86,0.995156,13,13,0
87,0.5,0,0,1
88,0.5,0,0,0
89,0.000195491,22,0,1
90,0.915965,5,5,0
91,0.979823,9,9,0
92,0.995156,13,13,0
93,0.028824,8,0,1
94,0.999998,35,35,0
95,0.999186,18,18,0
96,0.998837,17,17,0
97,0.5,0,0,1
98,0.5,0,0,0
99,1,54,54,0
