app_packets_sent,packet_size_bytes,sim_duration,total_energy_consumed_J,num_sources,sources,attacker_fraction,drop_probability,num_malicious,malicious_nodes
950,80,3000,126717,10,"1 8 14 26 29 46 84 87 88 95",0.2,1,20,"3 7 8 10 11 17 22 24 28 42 61 67 68 72 76 77 86 88 90 92"
