node_id,self_trust,times_eligible,times_forwarded,times_dropped,is_malicious
0,0.5,0,0,0,0
1,1,84,84,0,0
2,0.5,0,0,0,0
3,0.5,0,0,23,1
4,0.5,0,0,64,1
5,0.996609,14,14,0,0
6,0.999967,27,27,0,0
7,0.5,0,0,0,1
8,0.5,0,0,32,1
9,0.5,0,0,16,1
10,0.5,0,0,4,1
11,0.5,0,0,0,0
12,1,75,75,0,0
13,0.999984,29,29,0,0
14,0.5,0,0,1,1
15,0.958823,7,7,0,0
16,0.958823,7,7,0,0
17,1,68,68,0,0
18,0.5,0,0,13,1
19,0.5,0,0,0,1
20,0.5,0,0,0,0
21,0.5,0,0,13,1
22,0.5,0,0,0,0
23,0.998837,17,17,0,0
24,0.5,0,0,11,1
25,0.5,0,0,25,1
26,0.998338,16,16,0,0
27,0.87995,4,4,0,0
28,0.958823,7,7,0,0
29,0.999186,18,18,0,0
30,0.5,0,0,14,1
31,0.5,0,0,10,1
32,0.999904,24,24,0,0
33,0.5,0,0,0,0
34,0.999992,31,31,0,0
35,0.5,0,0,22,1
36,0.979823,9,9,0,0
37,0.5,0,0,7,1
38,0.5,0,0,5,1
39,1,73,73,0,0
40,0.65,1,1,0,0
41,1,71,71,0,0
42,0.5,0,0,35,1
43,0.5,0,0,0,1
44,1,290,290,0,0
45,0.999992,31,31,0,0
46,0.8285,3,3,0,0
47,0.87995,4,4,0,0
48,0.5,0,0,2,1
49,0.999721,21,21,0,0
50,0.755,2,2,0,0
51,0.5,0,0,0,0
52,0.5,0,0,0,0
53,0.5,0,0,11,1
54,0.5,0,0,18,1
55,0.5,0,0,0,0
56,0.915965,5,5,0,0
57,1,117,117,0,0
58,1,57,57,0,0
59,0.5,0,0,0,1
60,0.5,0,0,0,0
61,0.5,0,0,39,1
62,0.995156,13,13,0,0
63,0.999721,21,21,0,0
64,0.8285,3,3,0,0
65,0.999721,21,21,0,0
66,0.755,2,2,0,0
67,1,115,115,0,0
68,0.999994,32,32,0,0
69,0.5,0,0,1,1
70,0.5,0,0,5,1
71,0.5,0,0,0,0
72,0.5,0,0,11,1
73,0.5,0,0,40,1
74,0.5,0,0,0,1
75,0.999805,22,22,0,0
76,0.5,0,0,10,1
77,0.985876,10,10,0,0
78,0.5,0,0,39,1
79,0.941176,6,6,0,0
80,0.5,0,0,7,1
81,0.999994,32,32,0,0
82,0.5,0,0,0,1
83,0.5,0,0,0,1
84,0.999601,20,20,0,0
85,0.5,0,0,2,1
86,0.5,0,0,3,1
87,0.5,0,0,0,1
88,1,116,116,0,0
89,0.5,0,0,0,0
90,0.971176,8,8,0,0
91,0.5,0,0,3,1
92,0.999805,22,22,0,0
93,0.999994,32,32,0,0
94,0.5,0,0,4,1
95,0.5,0,0,0,0
96,0.5,0,0,0,0
97,0.995156,13,13,0,0
98,0.999805,22,22,0,0
99,0.5,0,0,0,1
